ts_code,trade_date,Close,open,high,low,pre_close,change,pct_chg,Volume,amount
000001.SH,20130408,2211.59,2196.24,2212.59,2180.67,2225.29,-13.703,-0.6158,86257500,73666200
000001.SH,20130409,2225.77,2215.47,2234.73,2215.47,2211.59,14.183,0.6413,82896500,73135000
000001.SH,20130410,2226.13,2224.93,2233.04,2212.56,2225.77,0.351,0.0158,80619600,71090200
000001.SH,20130411,2219.55,2236.98,2242.48,2217.26,2226.13,-6.573,-0.2953,73632700,62132700
000001.SH,20130412,2206.78,2218.09,2226.26,2204.44,2219.55,-12.773,-0.5755,66846300,56196900
000001.SH,20130415,2181.94,2199.91,2204.99,2177.39,2206.78,-24.838,-1.1255,71632300,58162200
000001.SH,20130416,2194.85,2169.63,2196.43,2165.78,2181.94,12.904,0.5914,79992200,66955800
000001.SH,20130417,2193.8,2195.03,2197.51,2178.47,2194.85,-1.05,-0.0478,68314200,59986600
000001.SH,20130418,2197.6,2181.82,2206.03,2175.44,2193.8,3.806,0.1735,71616900,61888100
000001.SH,20130419,2244.64,2201.12,2250.11,2200.58,2197.6,47.041,2.1406,109661000,95383000
000001.SH,20130422,2242.17,2236.4,2245.12,2232.26,2244.64,-2.474,-0.1102,95233700,82245000
000001.SH,20130423,2184.54,2242.62,2242.62,2182.81,2242.17,-57.631,-2.5703,96541300,82217500
000001.SH,20130424,2218.32,2187.35,2226.12,2184.11,2184.54,33.78,1.5463,91600300,78977200
000001.SH,20130425,2199.31,2213.19,2224.63,2191.85,2218.32,-19.011,-0.857,96704200,84483200
000001.SH,20130426,2177.91,2203.89,2210.58,2173.86,2199.31,-21.395,-0.9728,76674000,65251500
000001.SH,20130502,2174.12,2170.78,2179.65,2161.14,2177.91,-3.789,-0.174,68337900,59877600
000001.SH,20130503,2205.5,2179.05,2222.81,2179.05,2174.12,31.374,1.4431,88583500,78315700
000001.SH,20130506,2231.17,2212.5,2236.07,2212.5,2205.5,25.669,1.1639,92268100,81625600
000001.SH,20130507,2235.57,2227.86,2240.26,2219.44,2231.17,4.409,0.1976,86452400,79040900
000001.SH,20130508,2246.3,2242.39,2255.21,2235.42,2235.57,10.725,0.4797,90371900,81390800
000001.SH,20130509,2232.97,2246.96,2247.86,2221.38,2246.3,-13.329,-0.5934,98531600,91165300
000001.SH,20130510,2246.83,2228.82,2247.67,2225.81,2232.97,13.86,0.6207,90335500,81280100
000001.SH,20130513,2241.92,2247.68,2250.85,2231.36,2246.83,-4.911,-0.2186,86211200,79191500
000001.SH,20130514,2217.01,2238.9,2239.93,2205.87,2241.92,-24.91,-1.1111,83245000,75660500
000001.SH,20130515,2224.8,2217.09,2225.19,2213.58,2217.01,7.787,0.3512,71722900,66658300
000001.SH,20130516,2251.81,2221.34,2252.87,2210.77,2224.8,27.009,1.214,110284000,102255000
000001.SH,20130517,2282.87,2249.81,2288.09,2248.41,2251.81,31.064,1.3795,126126000,111249000
000001.SH,20130520,2299.99,2286.33,2309.39,2281.9,2282.87,17.116,0.7498,139151000,128844000
000001.SH,20130521,2305.11,2297.11,2305.3,2290.12,2299.99,5.128,0.223,124173000,113025000
000001.SH,20130522,2302.4,2303.75,2314.18,2292.43,2305.11,-2.711,-0.1176,128360000,115290000
000001.SH,20130523,2275.67,2293.81,2304.95,2274.1,2302.4,-26.736,-1.1612,124020000,111052000
000001.SH,20130524,2288.53,2281.45,2292.59,2270.25,2275.67,12.866,0.5654,101441000,92021500
000001.SH,20130527,2293.08,2286.66,2301.7,2283.94,2288.53,4.544,0.1986,107325000,99920200
000001.SH,20130528,2321.32,2293.4,2322.1,2281.47,2293.08,28.241,1.2316,132633000,120353000
000001.SH,20130529,2324.02,2323.54,2334.33,2321.17,2321.32,2.699,0.1163,125251000,114312000
000001.SH,20130530,2317.75,2316.25,2325.72,2310.49,2324.02,-6.268,-0.2697,111913000,103547000
000001.SH,20130531,2300.59,2320.74,2325.53,2299.37,2317.75,-17.154,-0.7401,108163000,100704000
000001.SH,20130603,2299.25,2300.21,2313.43,2294.11,2300.59,-1.343,-0.0584,96882800,91648600
000001.SH,20130604,2272.42,2297.1,2297.1,2264.76,2299.25,-26.836,-1.1672,101896000,92377200
000001.SH,20130605,2270.93,2270.71,2276.86,2260.87,2272.42,-1.485,-0.0653,76483300,71142700
000001.SH,20130606,2242.11,2264.43,2266.69,2240.07,2270.93,-28.821,-1.2691,81538700,75261600
000001.SH,20130607,2210.9,2242.26,2250.63,2205.07,2242.11,-31.212,-1.3921,89978100,81058400
000001.SH,20130613,2148.35,2190.1,2190.1,2126.22,2210.9,-62.543,-2.8289,94371100,79714500
000001.SH,20130614,2162.04,2150.06,2163.85,2142.78,2148.35,13.686,0.637,77857500,68747800
000001.SH,20130617,2156.22,2165.99,2169.36,2147.03,2162.04,-5.826,-0.2695,75757800,68440100
000001.SH,20130618,2159.29,2158.55,2161.68,2138.35,2156.22,3.076,0.1427,69632300,63582700
000001.SH,20130619,2143.45,2150.82,2150.82,2115.79,2159.29,-15.837,-0.7334,75425000,67080600
000001.SH,20130620,2084.02,2132.81,2132.81,2082.82,2143.45,-59.433,-2.7728,77787900,68164500
000001.SH,20130621,2073.09,2058.98,2085.86,2042.88,2084.02,-10.926,-0.5243,79673200,67440100
000001.SH,20130624,1963.23,2068.86,2068.86,1958.4,2073.09,-109.86,-5.2993,109198000,87969800
000001.SH,20130625,1959.51,1948.31,1963.57,1849.65,1963.23,-3.727,-0.1898,138159000,104744000
000001.SH,20130626,1951.49,1954.47,1959.16,1922.82,1959.51,-8.013,-0.4089,101193000,80892700
000001.SH,20130627,1950.01,1955.13,1980.54,1942.37,1951.49,-1.482,-0.0759,105813000,84260400
000001.SH,20130628,1979.21,1935.52,1987.98,1925.65,1950.01,29.193,1.4971,100738000,77513900
000001.SH,20130701,1995.24,1965.99,1995.92,1957.57,1979.21,16.036,0.8102,78051400,62711800
000001.SH,20130702,2006.56,1992.89,2007.62,1978.43,1995.24,11.318,0.5672,86415400,73980800
000001.SH,20130703,1994.27,1996.51,1996.54,1965.52,2006.56,-12.292,-0.6126,93466500,76682400
000001.SH,20130704,2006.1,1982.87,2022.14,1974.1,1994.27,11.83,0.5932,100394000,82685500
000001.SH,20130705,2007.2,2006.19,2021.54,2002.37,2006.1,1.101,0.0549,91345200,75137500
000001.SH,20130708,1958.27,1983.21,1983.21,1953.12,2007.2,-48.926,-2.4375,84136500,67187800
000001.SH,20130709,1965.45,1953.6,1969.15,1946.37,1958.27,7.181,0.3667,64538700,52223200
000001.SH,20130710,2008.13,1962.84,2009.36,1960.28,1965.45,42.672,2.1711,89798000,72807800
000001.SH,20130711,2072.99,2011.02,2092.87,2010.4,2008.13,64.865,3.2301,159971000,131049000
000001.SH,20130712,2039.49,2068.04,2074.86,2036.05,2072.99,-33.505,-1.6163,121174000,102973000
000001.SH,20130715,2059.39,2046.12,2076.67,2037.25,2039.49,19.904,0.9759,101470000,88023300
000001.SH,20130716,2065.72,2054.6,2066.36,2038.54,2059.39,6.33,0.3074,96737400,82870900
000001.SH,20130717,2044.92,2061.19,2075.81,2043.23,2065.72,-20.798,-1.0068,103251000,87994000
000001.SH,20130718,2023.4,2038.4,2043.37,2016.9,2044.92,-21.526,-1.0527,92132000,76618500
000001.SH,20130719,1992.65,2025.32,2035.22,1990.25,2023.4,-30.748,-1.5196,104578000,87481500
000001.SH,20130722,2004.76,1977.73,2005.47,1970.64,1992.65,12.114,0.6079,82922200,69649500
000001.SH,20130723,2043.88,2008.95,2051.53,2005.09,2004.76,39.114,1.9511,109517000,92711300
000001.SH,20130724,2033.33,2035.69,2042.77,2010.42,2043.88,-10.547,-0.516,106656000,93700600
000001.SH,20130725,2021.17,2037.34,2045.36,2016.43,2033.33,-12.155,-0.5978,98545400,86249500
000001.SH,20130726,2010.85,2013.19,2021.57,2000.8,2021.17,-10.324,-0.5108,73800400,65538600
000001.SH,20130729,1976.31,1997.84,1997.84,1969.85,2010.85,-34.544,-1.7179,78683300,65867000
000001.SH,20130730,1990.06,1981.45,2006.23,1965.36,1976.31,13.758,0.6961,77219800,66157900
000001.SH,20130731,1993.8,2000.79,2015.47,1987.88,1990.06,3.735,0.1877,70160600,59394300
000001.SH,20130801,2029.07,2000.82,2029.93,1997.06,1993.8,35.268,1.7689,91256700,77395300
000001.SH,20130802,2029.42,2039.51,2047.08,2025.65,2029.07,0.351,0.0173,93592800,78906300
000001.SH,20130805,2050.48,2031.72,2050.91,2025.23,2029.42,21.063,1.0379,85518000,73277100
000001.SH,20130806,2060.5,2043.65,2066.74,2034.96,2050.48,10.019,0.4886,105581000,88690600
000001.SH,20130807,2046.78,2056.37,2069.56,2043.75,2060.5,-13.722,-0.666,107713000,91260300
000001.SH,20130808,2044.9,2044.44,2058.56,2037.25,2046.78,-1.883,-0.092,84133300,71954900
000001.SH,20130809,2052.24,2052.24,2061.71,2030.13,2044.9,7.34,0.3589,95316400,83036000
000001.SH,20130812,2101.28,2058.42,2102.35,2055.72,2052.24,49.048,2.39,135129000,116490000
000001.SH,20130813,2106.16,2101.32,2106.4,2093.8,2101.28,4.873,0.2319,117709000,96430400
000001.SH,20130814,2100.14,2109.23,2122.97,2093.04,2106.16,-6.019,-0.2858,114438000,95791200
000001.SH,20130815,2081.88,2099.28,2108.41,2079.97,2100.14,-18.257,-0.8693,99396700,84735700
000001.SH,20130816,2068.45,2075.98,2198.85,2061.65,2081.88,-13.428,-0.645,153063000,123125000
000001.SH,20130819,2085.6,2055.13,2091.13,2052.7,2068.45,17.15,0.8291,97446800,81501400
000001.SH,20130820,2072.59,2081.97,2098.98,2066.07,2085.6,-13.007,-0.6237,107382000,89117900
000001.SH,20130821,2072.96,2076.27,2076.32,2056.91,2072.59,0.366,0.0177,87446000,72860700
000001.SH,20130822,2067.12,2069.31,2083.33,2062.37,2072.96,-5.837,-0.2816,90928300,76018400
000001.SH,20130823,2057.46,2075.93,2079.85,2029.36,2067.12,-9.666,-0.4676,112426000,94571600
000001.SH,20130826,2096.47,2061.42,2097.34,2056.13,2057.46,39.016,1.8963,119933000,99157900
000001.SH,20130827,2103.57,2095.44,2105.38,2090.43,2096.47,7.093,0.3383,126342000,104592000
000001.SH,20130828,2101.3,2092.31,2113.82,2080.86,2103.57,-2.266,-0.1077,161392000,132239000
000001.SH,20130829,2097.23,2108.44,2110.89,2088.24,2101.3,-4.074,-0.1939,133268000,105259000
000001.SH,20130830,2098.38,2097.22,2114.39,2089.09,2097.23,1.155,0.0551,170076000,132056000
000001.SH,20130902,2098.45,2104.09,2108.68,2078.46,2098.38,0.066,0.0031,149159000,121085000
000001.SH,20130903,2123.11,2100.45,2123.85,2095.46,2098.45,24.664,1.1753,138893000,112421000
000001.SH,20130904,2127.62,2121.68,2133,2115.75,2123.11,4.506,0.2122,142000000,116457000
000001.SH,20130905,2122.43,2125.25,2127.85,2115.24,2127.62,-5.188,-0.2438,126544000,105776000
000001.SH,20130906,2139.99,2119.33,2143.24,2119.02,2122.43,17.563,0.8275,143261000,119152000
000001.SH,20130909,2212.52,2151.35,2218.53,2151.35,2139.99,72.523,3.3889,219427000,178882000
000001.SH,20130910,2237.98,2214.81,2238.55,2202.82,2212.52,25.468,1.1511,237207000,191084000
000001.SH,20130911,2241.27,2244.96,2258.07,2233,2237.98,3.284,0.1467,244349000,195428000
000001.SH,20130912,2255.6,2236.17,2270.27,2226.29,2241.27,14.337,0.6397,209715000,167301000
000001.SH,20130913,2236.22,2251.46,2259.42,2228.48,2255.6,-19.388,-0.8595,171984000,140600000
000001.SH,20130916,2231.4,2244.46,2248.47,2226.17,2236.22,-4.816,-0.2154,154884000,133581000
000001.SH,20130917,2185.56,2230.39,2230.93,2184.92,2231.4,-45.841,-2.0544,154543000,132460000
000001.SH,20130918,2191.85,2185.94,2195.9,2172.04,2185.56,6.291,0.2878,115112000,101333000
000001.SH,20130923,2221.04,2199.36,2223.07,2198.34,2191.85,29.193,1.3319,133175000,121468000
000001.SH,20130924,2207.53,2219.47,2219.54,2187.24,2221.04,-13.513,-0.6084,160415000,143331000
000001.SH,20130925,2198.51,2206.23,2217.97,2193.72,2207.53,-9.016,-0.4084,160213000,143780000
000001.SH,20130926,2155.81,2192.23,2192.23,2154.72,2198.51,-42.706,-1.9425,140415000,125680000
000001.SH,20130927,2160.03,2150.96,2165.78,2149.59,2155.81,4.218,0.1957,105402000,97811700
000001.SH,20130930,2174.67,2167.73,2176.3,2165.16,2160.03,14.638,0.6777,92810100,88982800
000001.SH,20131008,2198.2,2171.9,2200.02,2161.49,2174.67,23.534,1.0822,126710000,114992000
000001.SH,20131009,2211.77,2191.39,2212.35,2185.18,2198.2,13.57,0.6173,130872000,117966000
000001.SH,20131010,2190.93,2214.41,2214.59,2186.48,2211.77,-20.84,-0.9422,149776000,136575000
000001.SH,20131011,2228.15,2201.41,2228.87,2200.53,2190.93,37.217,1.6987,156892000,142272000
000001.SH,20131014,2237.77,2232.22,2242.98,2226.4,2228.15,9.627,0.4321,165983000,151627000
000001.SH,20131015,2233.41,2237.93,2240.25,2221.14,2237.77,-4.361,-0.1949,153723000,138542000
000001.SH,20131016,2193.07,2228.11,2228.11,2183.4,2233.41,-40.338,-1.8061,154639000,138166000
000001.SH,20131017,2188.54,2201.71,2211.03,2183.25,2193.07,-4.532,-0.2067,126768000,113139000
000001.SH,20131018,2193.78,2188.71,2203.29,2184.36,2188.54,5.238,0.2393,103725000,90814200
000001.SH,20131021,2229.24,2198.11,2230.28,2190.39,2193.78,35.457,1.6163,136694000,123936000
000001.SH,20131022,2210.65,2227.34,2227.34,2204.24,2229.24,-18.585,-0.8337,149133000,134995000
000001.SH,20131023,2183.11,2213.27,2226.85,2177.73,2210.65,-27.545,-1.246,146347000,125790000
000001.SH,20131024,2164.32,2178.82,2183.41,2159.87,2183.11,-18.785,-0.8605,103009000,90001900
000001.SH,20131025,2132.96,2163.69,2170.61,2122.68,2164.32,-31.367,-1.4493,113925000,99671700
000001.SH,20131028,2133.87,2135.88,2140.96,2123.07,2132.96,0.914,0.0429,88401300,77889300
000001.SH,20131029,2128.86,2135.23,2163.66,2093.2,2133.87,-5.005,-0.2346,143093000,117348000
000001.SH,20131030,2160.46,2126.69,2161.94,2121.84,2128.86,31.599,1.4843,119643000,95233800
000001.SH,20131031,2141.61,2155.51,2155.51,2137.47,2160.46,-18.849,-0.8725,108063000,88638800
000001.SH,20131101,2149.56,2139.88,2157.31,2132.63,2141.61,7.948,0.3711,89118500,76271900
000001.SH,20131104,2149.63,2156.09,2160.58,2143.21,2149.56,0.072,0.0033,76147900,66306000
000001.SH,20131105,2157.24,2139.84,2158.15,2124.84,2149.63,7.606,0.3538,91900000,77963300
000001.SH,20131106,2139.61,2149.39,2166.17,2138.78,2157.24,-17.633,-0.8174,100487000,86547100
000001.SH,20131107,2129.4,2136.63,2141.6,2119.19,2139.61,-10.207,-0.4771,81842600,70177500
000001.SH,20131108,2106.13,2120.92,2128.58,2103.51,2129.4,-23.273,-1.0929,83096900,70325200
000001.SH,20131111,2109.47,2103.3,2117.28,2093.63,2106.13,3.344,0.1588,69678300,59934100
000001.SH,20131112,2126.77,2110.72,2127.94,2108.4,2109.47,17.301,0.8202,79446700,67951300
000001.SH,20131113,2087.94,2117.89,2117.91,2086.01,2126.77,-38.831,-1.8258,88257100,73376100
000001.SH,20131114,2100.51,2087.12,2102.38,2078.99,2087.94,12.565,0.6018,83799400,72089900
000001.SH,20131115,2135.83,2100.9,2153.21,2100.79,2100.51,35.321,1.6815,125895000,113364000
000001.SH,20131118,2197.22,2147.37,2198.32,2143.77,2135.83,61.392,2.8744,157503000,143246000
000001.SH,20131119,2193.12,2198.32,2203.3,2186.11,2197.22,-4.094,-0.1863,125082000,115942000
000001.SH,20131120,2206.61,2201.47,2207.1,2186.64,2193.12,13.488,0.615,118962000,104820000
000001.SH,20131121,2205.77,2197.01,2206.53,2177.74,2206.61,-0.847,-0.0384,137246000,120005000
000001.SH,20131122,2196.38,2206.47,2211.07,2188.77,2205.77,-9.388,-0.4256,113866000,102450000
000001.SH,20131125,2186.11,2186.06,2209.15,2181.42,2196.38,-10.263,-0.4673,108283000,96747300
000001.SH,20131126,2183.07,2184.33,2192.58,2176.18,2186.11,-3.042,-0.1392,100461000,84536600
000001.SH,20131127,2201.07,2181.73,2207.62,2176.85,2183.07,17.997,0.8244,115384000,102163000
000001.SH,20131128,2219.37,2204.38,2234.39,2202.62,2201.07,18.302,0.8315,134457000,119645000
000001.SH,20131129,2220.5,2221.62,2224.94,2212.26,2219.37,1.132,0.051,106959000,97834000
000001.SH,20131202,2207.37,2203.12,2231.92,2172.63,2220.5,-13.133,-0.5914,174282000,151936000
000001.SH,20131203,2222.67,2196.82,2227.93,2193.25,2207.37,15.299,0.6931,113506000,100777000
000001.SH,20131204,2251.76,2219.97,2260.87,2215.92,2222.67,29.092,1.3089,157293000,135498000
000001.SH,20131205,2247.06,2252.72,2255.26,2239.14,2251.76,-4.699,-0.2087,122048000,105837000
000001.SH,20131206,2237.11,2242.56,2248.15,2228.63,2247.06,-9.955,-0.443,103701000,92254800
000001.SH,20131209,2238.2,2241.79,2249.17,2231.73,2237.11,1.092,0.0488,93273600,84432500
000001.SH,20131210,2237.49,2239.86,2250.5,2231.68,2238.2,-0.708,-0.0316,109043000,95556300
000001.SH,20131211,2204.17,2228.63,2228.63,2193.16,2237.49,-33.326,-1.4894,109473000,94389300
000001.SH,20131212,2202.8,2199.32,2214.55,2194.9,2204.17,-1.37,-0.0622,86108700,76003300
000001.SH,20131213,2196.07,2188.26,2204.64,2183.84,2202.8,-6.721,-0.3051,85101000,72637500
000001.SH,20131216,2160.86,2197.23,2201.7,2159.99,2196.07,-35.214,-1.6035,101388000,86423000
000001.SH,20131217,2151.08,2161.54,2165.54,2146.31,2160.86,-9.782,-0.4527,78578900,66921600
000001.SH,20131218,2148.28,2150.41,2156.59,2142.62,2151.08,-2.794,-0.1299,64173600,55420600
000001.SH,20131219,2127.79,2153.67,2159.14,2126.25,2148.28,-20.493,-0.9539,73123500,61496900
000001.SH,20131220,2084.79,2128.37,2131.74,2082.85,2127.79,-42.998,-2.0208,86775200,72198200
000001.SH,20131223,2089.71,2089.54,2099.52,2068.54,2084.79,4.913,0.2357,68146600,58435600
000001.SH,20131224,2092.91,2094.07,2111.8,2079.81,2089.71,3.198,0.153,70251500,61697100
000001.SH,20131225,2106.35,2095.02,2107.23,2088.3,2092.91,13.449,0.6426,65139100,58136800
000001.SH,20131226,2073.1,2102.66,2102.66,2070.55,2106.35,-33.255,-1.5788,78541400,66767100
000001.SH,20131227,2101.25,2074.59,2110.36,2069.59,2073.1,28.152,1.358,76756800,66394400
000001.SH,20131230,2097.53,2108.88,2112.01,2095.06,2101.25,-3.722,-0.1771,74085100,63038900
000001.SH,20131231,2115.98,2090.68,2120.27,2087.42,2097.53,18.449,0.8796,80474400,71456300
000001.SH,20140102,2109.39,2112.13,2113.11,2101.02,2115.98,-6.591,-0.3115,68485500,61921400
000001.SH,20140103,2083.14,2101.54,2102.17,2075.9,2109.39,-26.251,-1.2445,84497200,72372200
000001.SH,20140106,2045.71,2078.68,2078.68,2034.01,2083.14,-37.427,-1.7967,89587600,72895400
000001.SH,20140107,2047.32,2034.22,2052.28,2029.25,2045.71,1.608,0.0786,63402900,54638600
000001.SH,20140108,2044.34,2047.26,2062.95,2037.11,2047.32,-2.977,-0.1454,71647400,62941400
000001.SH,20140109,2027.62,2041.77,2057.2,2026.45,2044.34,-16.718,-0.8178,75941900,67605700
000001.SH,20140110,2013.3,2023.54,2029.3,2008.01,2027.62,-14.324,-0.7064,75616100,61044600
000001.SH,20140113,2009.56,2014.98,2027.18,2000.4,2013.3,-3.734,-0.1855,66544800,55616800
000001.SH,20140114,2026.84,2007.16,2027.43,2001.14,2009.56,17.278,0.8598,70366600,56687600
000001.SH,20140115,2023.35,2024.23,2027.41,2010.2,2026.84,-3.494,-0.1724,67436200,57740400
000001.SH,20140116,2023.7,2022.54,2034.71,2014.41,2023.35,0.353,0.0174,72755700,62829800
000001.SH,20140117,2004.95,2017.52,2017.87,2001.33,2023.7,-18.752,-0.9266,67305700,57039600
000001.SH,20140120,1991.25,2001.89,2005.94,1984.82,2004.95,-13.696,-0.6831,56271200,48298800
000001.SH,20140121,2008.31,1992.02,2014.15,1992.02,1991.25,17.06,0.8567,59844900,52017900
000001.SH,20140122,2051.75,2009.97,2052.34,2008.93,2008.31,43.436,2.1628,98892900,84126700
000001.SH,20140123,2042.18,2048.33,2052.53,2039.05,2051.75,-9.569,-0.4664,84210600,76083300
000001.SH,20140124,2054.39,2037.67,2060.99,2034.45,2042.18,12.212,0.598,92947900,82346200
000001.SH,20140127,2033.3,2044.27,2044.85,2029.63,2054.39,-21.092,-1.0267,88815400,81914200
000001.SH,20140128,2038.51,2036.4,2047.13,2026.99,2033.3,5.213,0.2564,72529000,65751600
000001.SH,20140129,2049.91,2042.18,2051.58,2039.77,2038.51,11.401,0.5593,73865500,67694100
000001.SH,20140130,2033.08,2045.93,2045.93,2031.47,2049.91,-16.831,-0.8211,62615200,58264500
000001.SH,20140207,2044.5,2022.32,2044.73,2014.7,2033.08,11.414,0.5614,73598800,67829900
000001.SH,20140210,2086.07,2049.98,2087.98,2049.98,2044.5,41.57,2.0333,124332000,112723000
000001.SH,20140211,2103.67,2086.18,2111.06,2082.52,2086.07,17.604,0.8439,142211000,125267000
000001.SH,20140212,2109.96,2103.83,2110.9,2096.51,2103.67,6.284,0.2987,126333000,110804000
000001.SH,20140213,2098.4,2106.93,2122.83,2096.97,2109.96,-11.554,-0.5476,146533000,124377000
000001.SH,20140214,2115.85,2097.32,2116.19,2095.09,2098.4,17.447,0.8314,111518000,97399700
000001.SH,20140217,2135.42,2124.88,2136.45,2117.69,2115.85,19.567,0.9248,140244000,126214000
000001.SH,20140218,2119.07,2134.14,2134.14,2113.13,2135.42,-16.349,-0.7656,142869000,129787000
000001.SH,20140219,2142.55,2116.92,2152.96,2111.17,2119.07,23.488,1.1084,151261000,127818000
000001.SH,20140220,2138.78,2152.89,2177.98,2136.48,2142.55,-3.772,-0.1761,157052000,130938000
000001.SH,20140221,2113.69,2131.59,2132.7,2098.33,2138.78,-25.089,-1.1731,117663000,99514300
000001.SH,20140224,2076.69,2099.72,2099.72,2058.79,2113.69,-37.007,-1.7508,123555000,107202000
000001.SH,20140225,2034.22,2077.28,2087.62,2026.54,2076.69,-42.467,-2.0449,140133000,127824000
000001.SH,20140226,2041.25,2026.61,2041.63,2014.38,2034.22,7.035,0.3458,110113000,96117700
000001.SH,20140227,2047.35,2045.1,2068.31,2036.39,2041.25,6.1,0.2988,132164000,112876000
000001.SH,20140228,2056.3,2040.62,2058.49,2020.94,2047.35,8.948,0.4371,111638000,95684100
000001.SH,20140303,2075.24,2052.07,2078.33,2047.07,2056.3,18.933,0.9207,127461000,104981000
000001.SH,20140304,2071.47,2068.11,2074.02,2050.12,2075.24,-3.762,-0.1813,115926000,101116000
000001.SH,20140305,2053.08,2073.29,2074.81,2050.18,2071.47,-18.389,-0.8877,107733000,91623300
000001.SH,20140306,2059.58,2050.03,2065.79,2030.95,2053.08,6.494,0.3163,109290000,92561400
000001.SH,20140307,2057.91,2058.38,2079.49,2050.47,2059.58,-1.67,-0.0811,103710000,89332100
000001.SH,20140310,1999.06,2042.35,2042.63,1995.55,2057.91,-58.843,-2.8594,115697000,95033000
000001.SH,20140311,2001.16,1994.42,2008.07,1985.6,1999.06,2.092,0.1046,92705300,76870300
000001.SH,20140312,1997.69,1996.24,2011.06,1974.38,2001.16,-3.465,-0.1731,101362000,79293100
000001.SH,20140313,2019.11,2000.69,2029.12,1996.53,1997.69,21.419,1.0722,100978000,77979100
000001.SH,20140314,2004.34,2008.82,2017.91,1990.98,2019.11,-14.772,-0.7316,87775100,69925900
000001.SH,20140317,2023.67,2009.88,2024.37,1999.25,2004.34,19.334,0.9646,86250400,72017800
000001.SH,20140318,2025.2,2026.22,2034.92,2020.41,2023.67,1.523,0.0753,96777200,83580500
000001.SH,20140319,2021.73,2019.98,2022.18,2002.44,2025.2,-3.462,-0.1709,95180800,79473200
000001.SH,20140320,1993.48,2017.22,2030.85,1993,2021.73,-28.255,-1.3976,110333000,88631000
000001.SH,20140321,2047.62,1987.68,2052.47,1986.07,1993.48,54.14,2.7159,144478000,109438000
000001.SH,20140324,2066.28,2050.83,2074.06,2043.33,2047.62,18.66,0.9113,147700000,110244000
000001.SH,20140325,2067.31,2063.32,2079.55,2057.49,2066.28,1.032,0.0499,131822000,100174000
000001.SH,20140326,2063.67,2070.57,2074.57,2057.65,2067.31,-3.641,-0.1761,102611000,80463400
000001.SH,20140327,2046.59,2060.81,2073.98,2042.71,2063.67,-17.082,-0.8277,119149000,94996500
000001.SH,20140328,2041.71,2046.85,2060.13,2035.24,2046.59,-4.876,-0.2383,121682000,94222000
000001.SH,20140331,2033.31,2043.05,2048.13,2024.19,2041.71,-8.406,-0.4117,94356500,71573700
000001.SH,20140401,2047.46,2031.01,2050.68,2028.1,2033.31,14.154,0.6961,83286600,64512600
000001.SH,20140402,2058.99,2049.42,2060.78,2046.74,2047.46,11.528,0.563,102659000,77940600
000001.SH,20140403,2043.7,2063.5,2066.01,2037.45,2058.99,-15.286,-0.7424,108618000,79480900
000001.SH,20140404,2058.83,2037.55,2060.1,2035.22,2043.7,15.129,0.7403,83189100,66368600
000001.SH,20140408,2098.28,2054.53,2102.45,2052.9,2058.83,39.453,1.9163,133371000,107966000
000001.SH,20140409,2105.24,2100.65,2108.75,2095.64,2098.28,6.953,0.3314,105340000,87366800
000001.SH,20140410,2134.3,2105.88,2146.67,2098.08,2105.24,29.063,1.3805,156790000,129842000
000001.SH,20140411,2130.54,2130.37,2138.65,2120.18,2134.3,-3.758,-0.1761,131768000,111637000
000001.SH,20140414,2131.54,2127.41,2134.43,2116.61,2130.54,0.997,0.0468,102078000,86591700
000001.SH,20140415,2101.6,2125.9,2125.9,2098.15,2131.54,-29.938,-1.4045,107531000,91135400
000001.SH,20140416,2105.12,2097.21,2112.05,2092.16,2101.6,3.521,0.1675,89361700,75099500
000001.SH,20140417,2098.89,2108.95,2110.72,2095.71,2105.12,-6.237,-0.2963,89896300,74257000
000001.SH,20140418,2097.75,2091.48,2099.64,2081.19,2098.89,-1.137,-0.0542,88155700,72556000
000001.SH,20140421,2065.83,2085.98,2103.08,2065.23,2097.75,-31.922,-1.5217,96378400,81654600
000001.SH,20140422,2072.83,2062.79,2073.66,2047.33,2065.83,7.005,0.3391,98719900,82468100
000001.SH,20140423,2067.38,2068.08,2076.35,2059.11,2072.83,-5.449,-0.2629,78531500,66156200
000001.SH,20140424,2057.03,2064.16,2075.76,2056.19,2067.38,-10.349,-0.5006,78186000,64407500
000001.SH,20140425,2036.52,2060.54,2065.64,2035.57,2057.03,-20.514,-0.9973,93042300,74155900
000001.SH,20140428,2003.49,2033.34,2035.99,2000.14,2036.52,-33.032,-1.622,89795300,68541500
000001.SH,20140429,2020.34,2001.9,2021.68,1997.64,2003.49,16.854,0.8412,76221300,56776500
000001.SH,20140430,2026.36,2020.44,2029.54,2016.58,2020.34,6.017,0.2978,74528600,57677400
000001.SH,20140505,2027.35,2022.18,2028.96,2007.35,2026.36,0.995,0.0491,79933400,60093500
000001.SH,20140506,2028.04,2024.26,2038.7,2021.48,2027.35,0.685,0.0338,74609400,57548100
000001.SH,20140507,2010.08,2023.15,2024.63,2008.45,2028.04,-17.955,-0.8853,74360200,57558100
000001.SH,20140508,2015.27,2006.85,2036.94,2005.69,2010.08,5.191,0.2582,77865400,59529400
000001.SH,20140509,2011.14,2016.5,2020.45,2001.3,2015.27,-4.139,-0.2054,76224200,57505400
